"underage girls posting thirst traps on the internet is not confidence or ""body positivity"" ITS CHILD PORN AND UR FEEDING INTO IT",,
my dad thought body positivity was kung fu panda and proceeded to call me Po until I was abt and for tht reason I will not b taking care of him when hes on his death bed,,
Its giving body positivity all,,
pls im all for body positivity and self confidence. but he just tries too hard i can dm a pic if you want,,
Looks like someone needs a lesson on body positivity,,
Body positivity has nothing to do with this tho. People can say someone isnt hot and it has nothing to do with his looks hes just a shitty person on top,,
body positivity is for all body types...,,
"We don't see enough body positivity aimed at gentlemen. Fellows, your bodies are perfectly handsome just the way they are.",,
im all for body positivity and what not but when the person in question is obese im no thats a medical issue fr,,
"PSA to all the ladies: Yall really snapped these past weeks with all the crybaby challenges, bussitchallenges, and the face vs the ass posts. I appreciate all the self love and body positivity in this new year. Keep up the good work",,
No. Only body positivity around here,,
body positivity,,
"The Center For Women and Gender Equity presents Mirna Valerio. Attend a series of dialogues on body positivity, identity, &amp; purpose. For more information and registration visit:",,
I cant believe how much my body has changed and Im honestly excited to see what its going to look like in the next couple of weeks... best thing Ive ever done is focus on myself,,
Want to make body positivity a reality in your life and not just a theoretical thing? Applications for the second cohort of I Have a Body! are due January th.,,
"The best part of new video isnt the music or visuals. Its the body positivity that she lives &amp; breathes. None of us should give a fuck what someone thinks about us! Live your life, dont hurt anyone, &amp; be salt and light to the earth.",,
This bitch really saying her body doesnt make me feel good about mine so shes taking up space in the body positivity movement when tf did people become so hateful...,,
"To beat this kind of shit would require a media that speaks the truth, not one that cherry-picks positivity for its favored candidates and airs scurrilous rumor or conjured-up body-language analysis for its threats.",,
"The guy wasn't tagged, so no idea if he knows its been posted, but these comments were from people who continually talk about body positivity, then go on to shame someone. Bit hypocritical even if it was an unsolicited dick pic IMNSHO",,
Youre a huge hypocrite that advocates for peace and body positivity but your talking about Rylees body and shit he literally cant change and inticing others to threaten him.,,
The best and worst for showing,,
"body positivity is cool and all, but so is being healthy",,
I just remembered that I got added to a group chat disguised as body positivity which was actually just a fat fetish group everyday life mocks me and everyday you people expect me to keep living,,
"Money, career, body-positivity and happy healthy kids all",,
You are a light in life. Love this babe I feel greatly &amp; thank full with feeling so much more stronger within my body &amp; mind. HapPpy Positivity strikes &amp; shines. Love &amp; the joyful light wins. Keep spreading your happiness girlll. Big loves to you x x x,,
what are some tips you have for body positivity?,,
.) Last Question what is some advice you would give your younger( or current or future) self about loving your height/ body positivity / &ampelf love?,,
"Dear neighbour, I am all for sex positivity and I am not going to judge, but there are a million of better ways to let me know that your mother sells her body for a living than just blasting music all day long.",,
Unhealthy bOdY pOsItIvItY,,
Body positivity periodt!!,,
Body positivity,,
how do u continue to have body positivity,,
"The conflation of desirability and basic human value, which is what the body positivity stuff was supposed to be targeting",,
"I think body positivity is good because its making me not hate my pimply hairy unsmooth skin covered in stretch marks. // nsfw Because I would fuck the soul out of someone with my body, so like I cant be undesirable to everyone",,
"Told someone I wanted to do a photo shoot but I don't know the cloth wear and he said ""do you girls use clothes for photoshoot these days? Just go nude and turn it to body positivity"" am died, I didn't even know how to react",,
As an organizer I've watched movements I care about battle their demons. Reproductive Justice had to split from abortion rights. Fat liberation had to split from Body Positivity. Environmentalism and Veganism are STILL battling eco fascism.,,
body positivity is a shit show of a movement and should be replaced with body acceptance,,
Your body doesn't define you. Don't think about yourself in a pessimistic way. Learn to love yourself in a way that no one can. Surround yourself with appreciation and not negative positivity. Just remember that life is too temporary to do anything but enjoy your life.,,
Bruh.. Body positivity uno..,,
"Celebrating all body types, body positivity",,
Society needs more nude statues. Something about them gives me body positivity vibes,,
On one of my Spanish tests I wrote that Pamela Anderson was my hero for her activism and body positivity.,,
For some reason this statue gives me body positivity vibes,,
we all about body positivity unless the person is a homophobic and narcissistic asshole,,
I made a body positivity group story on snap and literally noone is responding or wants to be in it damn,,
BODY POSITIVITY,,
Can you help me with body positivity? I having trouble eating and when I start to eat i over eat and feel disgusting. What is ur advice?,,
"the body positivity movement was meant for plus size people, how you gonna believe that a white guy with abs is getting body shamed",,
Lilah this is so rude ur all abt body positivity and then u do this.... stop showing your ugly body off anyways,,
SAY LESS!!! THIS IS MY BODY POSITIVITY COLLECTION I MADE TO FINANCIALLY SUPPORT PPL IN GETTING EATING DISORDER TREATMENT,,
why is so much body positivity just sexualizing curvy and chubby women,,
I cant believe Im getting backlash for spreading some body positivity u cant win,,
theres something about body positivity that makes me happy pls remember that your genetics play a major role in your body structure. your body tells your story and its ok.,,
"Peens in a Pod. Bob (muskern) talking about body positivity. My bitch ass, I just cant. He put it perfectly. I wish I could tell everyone about it but my dumb ass. I have no idea what episode this is, Im just watching it on twitch. It just made me feel better I guess?",,
"Always interesting how much Twitter people promote body positivity until they resort to being petty. Maybe make it an absolute rule and not a sometimes one? It doesnt work when its that selective, kids.",,
i dont think hes mean spirited or does anything with any type of bad meaning. i think hes ignorant and needs to be educated but that has NOTHING to do with his looks. no excuse for everyone to call him ugly. none. what happened to body positivity?,,
"BTW whenever I post body positivity in my fleets and y'all have a problem with my lbs it doesn't count if you can't beat me in a kickbox fight. So basically, it never counts. Have a nice day.",,
"its ""spread body positivity!!"" until it somebody you don't like then yall calling people all types of fat as in insult",,
Your body doesn't change you. Don't judge yourself in a pessimistic way. Learn to love yourself in a way that your partner can. Surround yourself with love and not negative positivity. Just remember that life is too brief to do anything but love your life.,,
my level of understanding and pity for skinny girls who want to insert themselves into the body positivity movement and want to equate fat-phobia to being told to eat a fucking burger has always been non existent,,
"I understand promoting body positivity but bringing down other body types in the process is not the way to do baby are you lost?? when did i bring down anyones body type?? literally thats the last thing on earth i, out of everyo",,
Body positivity wont save you from all the overweight diseases,,
Body positivity tiktok and twitter is all about body positivity when its abt a fat girl but the moment its abt the a dude cock size its not wrong to shame him for it,,
"""Where does that leave people whod like to see greater body diversity represented and people who understand that anti-fat discrimination is at worst actively killing people and at best making everyone feel awful about themselves percent of the time?""",,
It is. Rejecting your natural fat body and losing unhealthy amounts of weight is extremely ableist and fatphobic. Body positivity is accepting who you are and not getting pressured by hurting yourself by going to the gym,,
"Kinda funny that someone aligned with the people in the ""body positivity"" movement keeps fat-shaming someone they don't like.",,
"i'm just. not a fan of the body positivity movement, especially after it got co-opted, i much prefer fat lib. bc the body posi posts that are like ""your body shelters you &lt;3"" completely ignores my chronic pain",,
fat liberation &gt; body positivity,,
JUST TOLD MY MOM THAT LOOKED AT MY COLLECTION AND WE R FANGIRLING. Listen to last episode abt body positivity if ur struggling,,
"I am plus size and proud. I preach body positivity and self love, always My photos are about teasing, sensuality, ME feeling sexy &amp; body love regardless of my size. There is no full frontal nudity or sexually explicit content.",,
Ever since I started following my timeline has become % more sexy and the body positivity is through the roof! Thank you,,
"Agents, under the BIPOC romance umbrella, I would love to see different pairings of interracial/interethnic love, same race relationships, body positivity, characters of every sexuality and gender, &amp; teens with disabilities and disorders. Love between any two humans is beautiful.",,
"As water flows into the glass, the water line rises and this is how the breath can be felt within the body. As rising energy.",,
"As fat activists have always acknowledged, the issue isnt that marginalized people have failed to love themselves enough. It is everything else that comes with being a fat person: the stigma that begins in a childhood...",,
"Same with people that scream that someone that is fat should stop wanting to lose weight because it conforms with an ""oppressive ideal"". Ignoring what that person wants. Main reason why I consider myself pro body positivity and not pro fat acceptance movement.",,
"AD has my TummyTuesday contribution. Im thinking Im gonna keep most of my body positivity/body stuff in general over on the AD. Yeah theres some NSFW, but its mostly just been belly shots.. &lt;_&lt; heh.",,
"I know I am not conventionally attractive. I've struggled with body positivity my whole life. I am also not blessed with a ""cute"" form of Autism. I'm very high functioning. But I also have a very obsessive personality. I will research something I heard on passing for hours l.",,
"you can support body positivity AND healthy eating, exercise, and weight loss. just saying.",,
how the fuck did she complaint yet validate why the body positivity movement is only for pls sized people in the same breathe ??,,
Yes I've scrolled through. Its about body positivity. Being more breast aware. I don't find it distasteful. Anything that raises awareness of checking your breasts is a good thing in my eyes.,,
Your body doesn't change you. Don't manifest yourself in a pessimistic way. Learn to admire yourself in a way that your friends can. Surround yourself with admiration and not negative positivity. Just remember that life is too brief to do anything but enjoy your life.,,
And it doesn't promote body positivity,,
Could see something like this working in the US slap some body positivity shit on that(probably not fat enough for US measurements though),,
jungkook is the most sweetest and humble person ever hes so hardworking and passionate about his work and that inspires many to work hard as well. he has spread nothing but love and positivity for all of us. his body art is also so beautiful and meaningful i love him so much,,
"Report this acc, he edited a video of a girl posting about body positivity and spoke ill about, not only that, he has the audacity to use vile language for gender neutral peeps, and basically he is one of those dEnK memers we have in the country REPORT :",,
My post about body positivity keeps getting more likes to this dayyyyyy,,
"A mind, body, spirit approach to cultivating strength, positivity and resiliency through connection and empowerment.",,
"Are we ready to discuss how the body positivity movement is toxic af &amp; promotes hatred towards those who want to become healthier? Women like Jasmine Sullivan, Jennifer Hudson, Adele got hella flack for losing weight.",,
"steps to break free from dieting: Learn to eat w/o tracking! Awareness is important but knowing your bodys cues is key. Improve your relationship with food! Stop obsessive food thoughts! Work on body positivity! Your body is yours forever, love it at every stage",,
"Extra tired &amp; weak since Peri/Menopause? As you age, your body loses its ability to absorb vitamin B-12 so your risk of vitamin B-12 deficiency increases. Get enough daily through fortified foods, supplements or optimally - almonds, chicken, eggs and fish",,
Body positivity. As someone with a c section scar I know the importance of seeing women deliberately choosing to love their bodies,,
early on the body positivity tip as well,,
Body positivity is also important.. she has campaigned on mental health awareness as well.,,
"So that ""every gay dream"" tweet going around today. I don't know how else to say this. Whether someone is ""fit &amp; in shape"" or not. It's still body shaming when you insult their build or express disgust in regards to their figure. Encourage body positivity. For everyone. Period.",,
"Dear people, Body positivity is not a competition of who is more marginalised in society. It has nothing to do with comparison. It's about the acceptance of ALL BODIES!! Yours, ThickNStylish",,
really need more body positivity in my live.,,
"I know that body positivity is de rigueur but I hate my body, so today I started an exercise regime and it was HORRRRRIBLE.",,
I find it weird that thin influencers realized people were exhausted by fitness content centered around being thin + rebranded into body positivity warriors. I hope a lot of it is genuine/that people worked through their own toxicity within themselves but im sus abt a lot of it,,
"Join us next Monday at pm for our first event of the semester, featuring professional model Tyla Regan Here we will discuss body positivity journeys, self love tips, mainstream media messages about Black Women and more! Click the link in our bio to access the event",,
But but ... BoDy PoSiTiViTy Woke culture is so funny,,
Body positivity as an individual solution to systemic problems.,,
Your body doesn't define you. Don't manifest yourself in a cynical way. Learn to love yourself in a way that can. Surround yourself with admiration and not negative positivity. Just remember that life is too brief to do anything but enjoy your life.,,
A picture of a thin person sucking in at :59 next to them in a relaxed pose at :00 is not body positivity lol,,
"I feel like people either muted or unfollowed me when I was posting body positivity. Eventually I kinda got uncomfortable with it bc it isn't something I normally do and if people were gonna shun me for it, it shook up the self confidence that isn't strong enough to not give af.",,
so you preach body positivity and how mean it is to body shame but then you go and body shame me and openly admit to it and think its funny? good job ill give you a medal for loser of the year!,,
I would think he'd be very grateful for the body positivity movement anyway.,,
Thanks it's about body positivity,,
Exactly!! Choose positivity. Your mind and body thank you.,,
Can social media ever be truly body positive? via,,
what does body positivity have to do with him not being hot,,
Body positivity gonna be the death of some of yall lol,,
Isn't being positive about your body part of body positivity?,,
"tw // nsfw(?), ed ment(?) . . . . . . . i believe that a technology that makes breast detachable would not only be very beneficial to trans people and/or people struggling with body positivity but it would also normalize some very funny sentences. a thread:",,
"A thread about body positivity &amp; mental health. When I was at uni, I was with someone who didn't give me the best body image, and it got to the point where I was going to the gym twice a day to stay skinny. I was a size , which was definitely too small for my height. /",,
"Anyway if this was all over the place it's because I don't want to seem like a braying jackass screaming about ""woke culture,"" because OBVIOUSLY there's value to body positivity framing.",,
"I'm turning soon. I gotta say something that may lost me some followers and make people mad at me: I'm a fat dude. It hadn't given me much trouble until I hit like a brick wall. ""Healthy at any size/body positivity"" can be dangerous when pushed to extremes (1/x)",,
heres ill get hate probably: body positivity doesnt mean normalize being unhealthy and overweight. theres a fine line between being fat and obese and theres no reason u should be obese unless you have a genuine medical condition that causes that. stop normalizing bad health,,
"Health? that's not even a double chin, thats a whole fucking ocean under her that's full of fat, oil and plastic. How can people like that talk about health? Looks like body positivity shit about to hit new heights with this one.",,
lets go ari supports body positivity,,
Legit they cant promote body positivity when they aint positive about their bodies in the first place!,,
"These pages will post only thin bodies and celebrate body positivity,... now theyre celebrating stretch marks on a thin woman",,
yes body positivity is when u are legally mandated to be attracted to every person ever,,
Awww your welcome it's about understanding body positivity ^^,,
"""Flaunt It"" I was having a moment of body positivity and wanted to express it through my fursona! Tazara would normally never wear something like this unless Drakyl asked or it was a special occasion.",,
Dropping these here to promote body positivity and self love,,
the fucking hypocrisy lmaoo body positivity! until its someone not conventionally attractive,,
Saying he isnt that hot has to do with body positivity. He just doesnt deserve all that hype when you see men like him at the drug store.,,
"(3/16) HISTORY TIME! The historical movement of ""Body Positivity"" was actually quite radical, but like so much, has been coopted by mainly white cis women and corporations. Subsequently, body positivity, in it's current iteration, is largely about loving yourself, but doesn't...",,
hes really not ugly why is everyone messing with him like yall aint never seen a photo shoot before lmao. Its all body positivity until people show off their body,,
It's just too bad the body positivity is promoted with those inherently transphobic words. And that is mixed in with trans and intersex fetishisation even though the art has nothing to do with trans people.,,
What abt body positivity?,,
BODY POSITIVITY??? lmfaoooo please yall just say anything atp,,
"I can agree with that. I don't use the term, ""Futanari"" as it degrades trans and intersex people, but I'd still like to see trans body positivity. Just don't call it ""trap"" ""shemale"" ""ladyboy"" all that rubbish, and I'm down.",,
my least favourite genre of body positivity is ig and twitter pages that post picture after picture of sexy posed naked bodies that fit the beauty standard and ON OCCASION post photo of a skinny person slouching and are like ah thats enough activism for me,,
"wow, you like guns? LOL you must have a small dick right? what a tiny cock loser! by the way, dont forget to support body positivity! all bodies are beautiful",,
Idk....yall can come after me but....I dont get how people alter their body structure surgically and still promote body positivity. Like u paid for a figure that the human body doesnt naturally have as a body type. I feel bad for the young girls that look up to these models,,
"i agree, but i also think everyone here talking bad about his appearance needs to stop because everyone talks about body positivity then they're body shaming him and calling him ugly. there's nothing wrong with not being attracted to him, but you do NOT body shame his",,
Yall say Body positivity than Shame a person for a photo shoot.,,
Body positivity is so important but so is your health dont forget to take care of yourself,,
After the Wishing Carrot we now have the Body Positivity Avocado. Full of good fat!,,
"Thicc is about body positivity, Karen. Your takes are all stupid and bad and I dont think you just get to call yourself a speaker for all women.",,
Body positivity won't save you from a heart attack fatty stop scrimming and start moving!,,
I wonder what their stance on body positivity is.,,
Making Thor fat shows fans around the world that they can be heroes no matter their shape or size and promotes body positivity. Smart Hulk was a good idea but failed in execution. Spider-Man is a mixed bag to me rn. AND YES WHY DID THEY KILL PIETRO?!,,
Today is Rid the World of Fad Diet and Gimmicks Day. Read more about how trying to balance body positivity and over-eating affects my anxiety in this piece I wrote for The Temper:,,
My sister did this painting to support body positivity.,,
my unpopular opinion is that I find body positivity very boring.,,
In the last three games there's positivity... You can see with the body language that there's work being put to improve the performance. Let's come back second half and finish the job. Ayikho indaba ya TTM.,,
"Lets spread some body positivity! Its been over years since Ive felt okay with my body, but slowly Im starting to love myself a lil more.",,
Your body doesn't define you. Don't manifest yourself in a cynical way. Learn to love yourself in a way that your friends can. Surround yourself with admiration and not negative positivity. Just remember that life is too brief to do anything but relish your life.,,
"What the body positivity movement got wrong was that it rooted itself in the idea, ""You are beautiful, no matter what society says."" Instead of, ""It doesn't matter whether or not you are beautiful."" Which is what it should have been.",,
"New blog post This week, I talk about my struggles with body positivity, how they translate within the industry and I even teamed up with a certified holistic wellness coach for some guidance. Check it out.",,
"a fucking white skinny blonde eye color chick talking about body positivity, like Arnold lambasting chris Farley for just breathing fat i mean",,
body positivity has nothing to do with this.,,
ok personally im not a fan but yall need to stop being horrible to noah beck bc ur the same ppl to preach mental health and body positivity but ur bullying him,,
"We know you've been waiting &amp; the next ep of is out now! This week, the hilarious and wickedly smart stops by &amp; chats seeing himself in gay media, the co-opting of body positivity by hot people &amp; G*ysOv*rC*vid. It's a wonderful conversation, check it out!",,
He looks healthy! You can be fat and healthy! Body positivity!,,
The body positivity movement is to show people you don't have to be an asshole to fat people because they are fat. Another person's health journey is none of your business.,,
"they dont just use their fame to perform and sell their music, they also use it as a platform to promote their own causes like being an lgbtq ally, anti-bullying, feminism/women empowerment, body positivity and charity works for the children in need. QUEENS!!!",,
i know my coach isnt talking about body positivity when she makes everyone who isnt a size feel like shit,,
How to stop body positivity.,,
"Absolutely! Anyone who faces any type of body shaming is included in the body positivity movement. My point was ppl who are skinny, w/o the detriments that come with it feel they're oppressed just bc there's a growing preference for body standards outside the eurocentric ideals",,
My generation gonna have hella folks on my lb life cause of body positivity.,,
"can you please post more of your body positivity? i'm having trouble with my mental health, and I love when you post tiny things appreciating yourself and others",,
"just a friendly reminder, stop promoting body positivity on your feed if you'll just continue to body shame people other people's bodies are none of your business btw",,
"Body positivity encompasses not just striving for optimal health, but also being kind to ourselves, embracing our physical selves, regardless of where we are in the process. It should never be about size or shape.",,
"Aw! Thank you. Growth working its way through the Body of Christ is different from ""positivity"" for self-aggrandizement.",,
"Body positivity yes, but some things are better kept under cloths",,
We are kicking off with a Body Positivity Movement! These will be daily motivational tips from people who have completed treatment. Here is to Day of Days of Hope!,,
"The fact that you can't decipher my comment, which really isn't complicated at all, doesn't say much for what's between your ears. I spoke about inspiration, a well educated woman like her should be an inspiration to young girls. Also body positivity is extremely vital an plays",,
"I readily admit that since life moved online I've felt more self conscious &amp; self critical than ever before. So this chat with about authenticity, growing older, body positivity, King David, nudes &amp; ancient ideas about gender really took off!",,
Im all for body positivity but when its just pure normalising obesity its dumb.,,
"I mean, I agree that overweightness is a problem, but body positivity is more about ppl who have naturally larger-looking bodies or different body types than what's considered ""pretty"" or whatever, but yeah, some people are so overweight it's actually a risk to their health",,
its the people who preach body positivity and then call tik tokers ugly. like how does that add up-,,
"""omg so braaave!!!"" It isn't healthy, people. Please don't be stupid. Body positivity agenda is bullshit, misleading and dangerous.",,
